,Active Humans,Active Bots,Deactivated Humans,Deactivated Bots,Average Human Satisfaction,Human Quadrant Distribution,Bot Quadrant Distribution,Human to Bot Ratio,bot_ban_rate_multiplier,replication
18,296,37,1,18,95.84891161316087,"{'tech_business': 62, 'politics_news': 49, 'hobbies': 75, 'pop_culture': 110}","{'tech_business': 20, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 7}",8.0,0.1,2
19,301,38,1,19,96.27232169577258,"{'tech_business': 64, 'politics_news': 54, 'hobbies': 72, 'pop_culture': 111}","{'tech_business': 19, 'politics_news': 10, 'hobbies': 2, 'pop_culture': 7}",7.921052631578948,0.1,2
20,308,36,1,23,94.9673643257667,"{'tech_business': 56, 'politics_news': 54, 'hobbies': 78, 'pop_culture': 120}","{'tech_business': 20, 'politics_news': 7, 'hobbies': 2, 'pop_culture': 7}",8.555555555555555,0.1,2
21,317,36,1,26,94.69458353280042,"{'tech_business': 57, 'politics_news': 63, 'hobbies': 82, 'pop_culture': 115}","{'tech_business': 20, 'politics_news': 7, 'hobbies': 2, 'pop_culture': 7}",8.805555555555555,0.1,2
22,330,37,2,27,95.5276370396449,"{'tech_business': 58, 'politics_news': 62, 'hobbies': 83, 'pop_culture': 127}","{'tech_business': 22, 'politics_news': 7, 'hobbies': 2, 'pop_culture': 6}",8.91891891891892,0.1,2
23,335,40,4,27,96.27824587640418,"{'tech_business': 50, 'politics_news': 71, 'hobbies': 93, 'pop_culture': 121}","{'tech_business': 23, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 7}",8.375,0.1,2
24,340,41,4,27,96.75940857755356,"{'tech_business': 55, 'politics_news': 72, 'hobbies': 92, 'pop_culture': 121}","{'tech_business': 23, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 8}",8.292682926829269,0.1,2
25,344,42,4,29,96.064654111666,"{'tech_business': 57, 'politics_news': 70, 'hobbies': 90, 'pop_culture': 127}","{'tech_business': 24, 'politics_news': 9, 'hobbies': 2, 'pop_culture': 7}",8.19047619047619,0.1,2
26,349,46,4,29,96.44590779206268,"{'tech_business': 58, 'politics_news': 70, 'hobbies': 88, 'pop_culture': 133}","{'tech_business': 26, 'politics_news': 10, 'hobbies': 2, 'pop_culture': 8}",7.586956521739131,0.1,2
27,357,49,4,29,96.41466385180016,"{'tech_business': 66, 'politics_news': 74, 'hobbies': 90, 'pop_culture': 127}","{'tech_business': 29, 'politics_news': 10, 'hobbies': 2, 'pop_culture': 8}",7.285714285714286,0.1,2
28,364,55,4,30,96.73118457374466,"{'tech_business': 63, 'politics_news': 83, 'hobbies': 88, 'pop_culture': 130}","{'tech_business': 32, 'politics_news': 12, 'hobbies': 2, 'pop_culture': 9}",6.618181818181818,0.1,2
29,369,60,4,31,96.70389451832689,"{'tech_business': 66, 'politics_news': 80, 'hobbies': 87, 'pop_culture': 136}","{'tech_business': 35, 'politics_news': 12, 'hobbies': 3, 'pop_culture': 10}",6.15,0.1,2
30,375,63,5,32,96.90608885955302,"{'tech_business': 56, 'politics_news': 87, 'hobbies': 94, 'pop_culture': 138}","{'tech_business': 36, 'politics_news': 14, 'hobbies': 3, 'pop_culture': 10}",5.9523809523809526,0.1,2
31,376,65,5,32,95.79309955343679,"{'tech_business': 61, 'politics_news': 84, 'hobbies': 99, 'pop_culture': 132}","{'tech_business': 37, 'politics_news': 14, 'hobbies': 3, 'pop_culture': 11}",5.7846153846153845,0.1,2
32,379,63,5,36,96.05148165734519,"{'tech_business': 56, 'politics_news': 77, 'hobbies': 100, 'pop_culture': 146}","{'tech_business': 36, 'politics_news': 14, 'hobbies': 3, 'pop_culture': 10}",6.015873015873016,0.1,2
33,385,60,6,39,96.3219196858681,"{'tech_business': 54, 'politics_news': 81, 'hobbies': 104, 'pop_culture': 146}","{'tech_business': 34, 'politics_news': 13, 'hobbies': 3, 'pop_culture': 10}",6.416666666666667,0.1,2
34,391,59,6,41,95.48542519921985,"{'tech_business': 61, 'politics_news': 78, 'hobbies': 101, 'pop_culture': 151}","{'tech_business': 33, 'politics_news': 13, 'hobbies': 3, 'pop_culture': 10}",6.627118644067797,0.1,2
35,399,60,7,43,96.19195531795994,"{'tech_business': 62, 'politics_news': 87, 'hobbies': 109, 'pop_culture': 141}","{'tech_business': 33, 'politics_news': 13, 'hobbies': 5, 'pop_culture': 9}",6.65,0.1,2
36,404,56,7,49,96.85879659938203,"{'tech_business': 69, 'politics_news': 88, 'hobbies': 101, 'pop_culture': 146}","{'tech_business': 29, 'politics_news': 13, 'hobbies': 5, 'pop_culture': 9}",7.214285714285714,0.1,2
37,409,56,7,51,97.09618783485723,"{'tech_business': 75, 'politics_news': 88, 'hobbies': 95, 'pop_culture': 151}","{'tech_business': 28, 'politics_news': 14, 'hobbies': 5, 'pop_culture': 9}",7.303571428571429,0.1,2
38,409,59,7,51,97.16855738416203,"{'tech_business': 78, 'politics_news': 85, 'hobbies': 92, 'pop_culture': 154}","{'tech_business': 30, 'politics_news': 14, 'hobbies': 5, 'pop_culture': 10}",6.932203389830509,0.1,2
39,416,60,8,53,97.47237790169865,"{'tech_business': 80, 'politics_news': 89, 'hobbies': 97, 'pop_culture': 150}","{'tech_business': 30, 'politics_news': 14, 'hobbies': 5, 'pop_culture': 11}",6.933333333333334,0.1,2
40,428,61,8,53,96.85430097238695,"{'tech_business': 79, 'politics_news': 95, 'hobbies': 105, 'pop_culture': 149}","{'tech_business': 30, 'politics_news': 15, 'hobbies': 5, 'pop_culture': 11}",7.016393442622951,0.1,2
41,436,60,8,54,97.74638590357324,"{'tech_business': 79, 'politics_news': 89, 'hobbies': 121, 'pop_culture': 147}","{'tech_business': 29, 'politics_news': 16, 'hobbies': 5, 'pop_culture': 10}",7.266666666666667,0.1,2
42,441,59,8,57,97.61306388235283,"{'tech_business': 81, 'politics_news': 94, 'hobbies': 112, 'pop_culture': 154}","{'tech_business': 30, 'politics_news': 15, 'hobbies': 4, 'pop_culture': 10}",7.47457627118644,0.1,2
43,449,57,8,60,97.53239490999319,"{'tech_business': 81, 'politics_news': 91, 'hobbies': 110, 'pop_culture': 167}","{'tech_business': 29, 'politics_news': 14, 'hobbies': 4, 'pop_culture': 10}",7.87719298245614,0.1,2
44,454,56,8,61,97.40494577833181,"{'tech_business': 71, 'politics_news': 96, 'hobbies': 123, 'pop_culture': 164}","{'tech_business': 29, 'politics_news': 14, 'hobbies': 3, 'pop_culture': 10}",8.107142857142858,0.1,2
45,459,57,8,61,96.90971099329609,"{'tech_business': 76, 'politics_news': 99, 'hobbies': 122, 'pop_culture': 162}","{'tech_business': 29, 'politics_news': 15, 'hobbies': 3, 'pop_culture': 10}",8.052631578947368,0.1,2
46,465,58,8,63,96.61969399892394,"{'tech_business': 89, 'politics_news': 106, 'hobbies': 111, 'pop_culture': 159}","{'tech_business': 29, 'politics_news': 15, 'hobbies': 3, 'pop_culture': 11}",8.017241379310345,0.1,2
47,470,60,8,63,96.98929759682655,"{'tech_business': 77, 'politics_news': 108, 'hobbies': 123, 'pop_culture': 162}","{'tech_business': 29, 'politics_news': 16, 'hobbies': 3, 'pop_culture': 12}",7.833333333333333,0.1,2
48,474,62,8,63,97.3159336463348,"{'tech_business': 83, 'politics_news': 110, 'hobbies': 115, 'pop_culture': 166}","{'tech_business': 30, 'politics_news': 16, 'hobbies': 3, 'pop_culture': 13}",7.645161290322581,0.1,2
49,482,63,8,64,97.8165232046255,"{'tech_business': 75, 'politics_news': 109, 'hobbies': 130, 'pop_culture': 168}","{'tech_business': 31, 'politics_news': 16, 'hobbies': 3, 'pop_culture': 13}",7.650793650793651,0.1,2
0,190,17,0,0,99.75758899235574,"{'tech_business': 46, 'politics_news': 38, 'hobbies': 45, 'pop_culture': 61}","{'tech_business': 7, 'politics_news': 8, 'hobbies': 0, 'pop_culture': 2}",11.176470588235293,0.5,0
1,196,21,0,0,99.10833537001575,"{'tech_business': 47, 'politics_news': 41, 'hobbies': 45, 'pop_culture': 63}","{'tech_business': 10, 'politics_news': 8, 'hobbies': 0, 'pop_culture': 3}",9.333333333333334,0.5,0
2,202,24,0,1,98.29077429717762,"{'tech_business': 51, 'politics_news': 38, 'hobbies': 46, 'pop_culture': 67}","{'tech_business': 12, 'politics_news': 9, 'hobbies': 0, 'pop_culture': 3}",8.416666666666666,0.5,0
3,204,26,0,2,98.11289510651757,"{'tech_business': 47, 'politics_news': 43, 'hobbies': 44, 'pop_culture': 70}","{'tech_business': 14, 'politics_news': 8, 'hobbies': 1, 'pop_culture': 3}",7.846153846153846,0.5,0
4,208,28,0,2,97.1252344911802,"{'tech_business': 45, 'politics_news': 45, 'hobbies': 46, 'pop_culture': 72}","{'tech_business': 16, 'politics_news': 8, 'hobbies': 1, 'pop_culture': 3}",7.428571428571429,0.5,0
5,213,31,0,2,95.66334075230068,"{'tech_business': 43, 'politics_news': 45, 'hobbies': 50, 'pop_culture': 75}","{'tech_business': 17, 'politics_news': 9, 'hobbies': 1, 'pop_culture': 4}",6.870967741935484,0.5,0
6,216,33,0,3,96.1705674288503,"{'tech_business': 39, 'politics_news': 50, 'hobbies': 52, 'pop_culture': 75}","{'tech_business': 17, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 4}",6.545454545454546,0.5,0
7,224,37,0,3,95.93741931949145,"{'tech_business': 45, 'politics_news': 51, 'hobbies': 54, 'pop_culture': 74}","{'tech_business': 19, 'politics_news': 13, 'hobbies': 1, 'pop_culture': 4}",6.054054054054054,0.5,0
8,232,38,0,4,95.37530261719272,"{'tech_business': 44, 'politics_news': 53, 'hobbies': 59, 'pop_culture': 76}","{'tech_business': 19, 'politics_news': 12, 'hobbies': 1, 'pop_culture': 6}",6.105263157894737,0.5,0
9,239,35,0,7,94.80896333426685,"{'tech_business': 42, 'politics_news': 55, 'hobbies': 65, 'pop_culture': 77}","{'tech_business': 17, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 6}",6.828571428571428,0.5,0
10,246,35,0,10,94.74046058758981,"{'tech_business': 42, 'politics_news': 54, 'hobbies': 77, 'pop_culture': 73}","{'tech_business': 17, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 6}",7.0285714285714285,0.5,0
11,252,35,0,12,94.59405664166327,"{'tech_business': 42, 'politics_news': 49, 'hobbies': 73, 'pop_culture': 88}","{'tech_business': 17, 'politics_news': 10, 'hobbies': 1, 'pop_culture': 7}",7.2,0.5,0
12,260,34,0,14,95.17484877805906,"{'tech_business': 42, 'politics_news': 56, 'hobbies': 77, 'pop_culture': 85}","{'tech_business': 17, 'politics_news': 9, 'hobbies': 1, 'pop_culture': 7}",7.647058823529412,0.5,0
13,267,35,0,15,95.26687691642373,"{'tech_business': 42, 'politics_news': 52, 'hobbies': 83, 'pop_culture': 90}","{'tech_business': 16, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 7}",7.628571428571429,0.5,0
14,271,36,0,15,95.04154162889984,"{'tech_business': 44, 'politics_news': 58, 'hobbies': 75, 'pop_culture': 94}","{'tech_business': 17, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 7}",7.527777777777778,0.5,0
15,279,35,0,16,93.92298251459486,"{'tech_business': 39, 'politics_news': 57, 'hobbies': 80, 'pop_culture': 103}","{'tech_business': 16, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 7}",7.9714285714285715,0.5,0
16,283,35,1,17,95.08285400850208,"{'tech_business': 37, 'politics_news': 66, 'hobbies': 76, 'pop_culture': 104}","{'tech_business': 16, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 7}",8.085714285714285,0.5,0
17,289,35,1,17,96.45812606148259,"{'tech_business': 39, 'politics_news': 58, 'hobbies': 81, 'pop_culture': 111}","{'tech_business': 16, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 7}",8.257142857142858,0.5,0
18,292,36,2,18,96.46761122468786,"{'tech_business': 42, 'politics_news': 59, 'hobbies': 83, 'pop_culture': 108}","{'tech_business': 18, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 6}",8.11111111111111,0.5,0
19,295,39,2,19,97.00011587164725,"{'tech_business': 45, 'politics_news': 54, 'hobbies': 84, 'pop_culture': 112}","{'tech_business': 22, 'politics_news': 10, 'hobbies': 1, 'pop_culture': 6}",7.564102564102564,0.5,0
20,302,41,2,20,96.05820604716139,"{'tech_business': 48, 'politics_news': 59, 'hobbies': 81, 'pop_culture': 114}","{'tech_business': 22, 'politics_news': 12, 'hobbies': 1, 'pop_culture': 6}",7.365853658536586,0.5,0
21,307,41,3,20,95.64319091089287,"{'tech_business': 47, 'politics_news': 60, 'hobbies': 92, 'pop_culture': 108}","{'tech_business': 22, 'politics_news': 12, 'hobbies': 1, 'pop_culture': 6}",7.487804878048781,0.5,0
22,310,39,3,22,95.29229992222726,"{'tech_business': 49, 'politics_news': 62, 'hobbies': 89, 'pop_culture': 110}","{'tech_business': 21, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 6}",7.948717948717949,0.5,0
23,315,40,3,22,94.52493604211466,"{'tech_business': 53, 'politics_news': 68, 'hobbies': 85, 'pop_culture': 109}","{'tech_business': 21, 'politics_news': 12, 'hobbies': 1, 'pop_culture': 6}",7.875,0.5,0
24,319,42,3,23,95.93181529796671,"{'tech_business': 51, 'politics_news': 69, 'hobbies': 89, 'pop_culture': 110}","{'tech_business': 21, 'politics_news': 12, 'hobbies': 2, 'pop_culture': 7}",7.595238095238095,0.5,0
25,322,40,3,26,94.55653964178553,"{'tech_business': 50, 'politics_news': 65, 'hobbies': 107, 'pop_culture': 100}","{'tech_business': 21, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 6}",8.05,0.5,0
26,328,41,3,28,95.39028798340544,"{'tech_business': 54, 'politics_news': 63, 'hobbies': 91, 'pop_culture': 120}","{'tech_business': 23, 'politics_news': 10, 'hobbies': 2, 'pop_culture': 6}",8.0,0.5,0
27,334,42,5,29,96.09406112733987,"{'tech_business': 60, 'politics_news': 61, 'hobbies': 97, 'pop_culture': 116}","{'tech_business': 25, 'politics_news': 10, 'hobbies': 1, 'pop_culture': 6}",7.9523809523809526,0.5,0
28,341,42,5,30,96.15418082121025,"{'tech_business': 61, 'politics_news': 57, 'hobbies': 98, 'pop_culture': 125}","{'tech_business': 25, 'politics_news': 10, 'hobbies': 1, 'pop_culture': 6}",8.119047619047619,0.5,0
29,344,44,5,30,95.9498609229666,"{'tech_business': 57, 'politics_news': 61, 'hobbies': 104, 'pop_culture': 122}","{'tech_business': 26, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 6}",7.818181818181818,0.5,0
30,347,44,5,30,94.39960657036599,"{'tech_business': 61, 'politics_news': 63, 'hobbies': 98, 'pop_culture': 125}","{'tech_business': 26, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 6}",7.886363636363637,0.5,0
31,350,43,5,31,94.81309177952996,"{'tech_business': 69, 'politics_news': 60, 'hobbies': 106, 'pop_culture': 115}","{'tech_business': 25, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 6}",8.13953488372093,0.5,0
32,357,45,6,32,95.82128450691437,"{'tech_business': 61, 'politics_news': 62, 'hobbies': 101, 'pop_culture': 133}","{'tech_business': 26, 'politics_news': 11, 'hobbies': 1, 'pop_culture': 7}",7.933333333333334,0.5,0
33,366,46,6,33,95.63425463084826,"{'tech_business': 59, 'politics_news': 61, 'hobbies': 108, 'pop_culture': 138}","{'tech_business': 26, 'politics_news': 12, 'hobbies': 1, 'pop_culture': 7}",7.956521739130435,0.5,0
34,372,48,6,34,95.68122498241627,"{'tech_business': 63, 'politics_news': 65, 'hobbies': 104, 'pop_culture': 140}","{'tech_business': 26, 'politics_news': 14, 'hobbies': 1, 'pop_culture': 7}",7.75,0.5,0
35,378,49,6,34,94.59056556634019,"{'tech_business': 62, 'politics_news': 67, 'hobbies': 105, 'pop_culture': 144}","{'tech_business': 27, 'politics_news': 14, 'hobbies': 1, 'pop_culture': 7}",7.714285714285714,0.5,0
36,382,49,6,35,94.84161298045147,"{'tech_business': 63, 'politics_news': 65, 'hobbies': 106, 'pop_culture': 148}","{'tech_business': 28, 'politics_news': 14, 'hobbies': 1, 'pop_culture': 6}",7.795918367346939,0.5,0
37,386,49,6,37,95.15539699919705,"{'tech_business': 68, 'politics_news': 74, 'hobbies': 99, 'pop_culture': 145}","{'tech_business': 29, 'politics_news': 14, 'hobbies': 1, 'pop_culture': 5}",7.877551020408164,0.5,0
38,393,48,6,41,95.21318685101629,"{'tech_business': 64, 'politics_news': 77, 'hobbies': 103, 'pop_culture': 149}","{'tech_business': 29, 'politics_news': 12, 'hobbies': 1, 'pop_culture': 6}",8.1875,0.5,0
39,401,49,6,41,95.40227832280615,"{'tech_business': 65, 'politics_news': 88, 'hobbies': 108, 'pop_culture': 140}","{'tech_business': 30, 'politics_news': 12, 'hobbies': 1, 'pop_culture': 6}",8.183673469387756,0.5,0
40,405,49,6,44,95.4499264348609,"{'tech_business': 65, 'politics_news': 81, 'hobbies': 115, 'pop_culture': 144}","{'tech_business': 30, 'politics_news': 13, 'hobbies': 2, 'pop_culture': 4}",8.26530612244898,0.5,0
41,410,47,6,46,96.13999015847652,"{'tech_business': 76, 'politics_news': 83, 'hobbies': 110, 'pop_culture': 141}","{'tech_business': 28, 'politics_news': 13, 'hobbies': 2, 'pop_culture': 4}",8.72340425531915,0.5,0
42,416,46,7,48,95.75297767520462,"{'tech_business': 74, 'politics_news': 77, 'hobbies': 109, 'pop_culture': 156}","{'tech_business': 28, 'politics_news': 12, 'hobbies': 2, 'pop_culture': 4}",9.043478260869565,0.5,0
43,415,48,9,48,95.99835452144616,"{'tech_business': 69, 'politics_news': 73, 'hobbies': 121, 'pop_culture': 152}","{'tech_business': 29, 'politics_news': 12, 'hobbies': 2, 'pop_culture': 5}",8.645833333333334,0.5,0
44,417,53,10,49,96.52234842898886,"{'tech_business': 66, 'politics_news': 91, 'hobbies': 118, 'pop_culture': 142}","{'tech_business': 31, 'politics_news': 15, 'hobbies': 2, 'pop_culture': 5}",7.867924528301887,0.5,0
45,428,52,10,51,95.75375762805636,"{'tech_business': 70, 'politics_news': 87, 'hobbies': 114, 'pop_culture': 157}","{'tech_business': 31, 'politics_news': 14, 'hobbies': 2, 'pop_culture': 5}",8.23076923076923,0.5,0
46,433,55,11,52,95.63878742755692,"{'tech_business': 69, 'politics_news': 85, 'hobbies': 117, 'pop_culture': 162}","{'tech_business': 34, 'politics_news': 14, 'hobbies': 2, 'pop_culture': 5}",7.872727272727273,0.5,0
47,439,56,12,53,95.50596154911014,"{'tech_business': 70, 'politics_news': 87, 'hobbies': 127, 'pop_culture': 155}","{'tech_business': 36, 'politics_news': 14, 'hobbies': 2, 'pop_culture': 4}",7.839285714285714,0.5,0
48,447,58,12,53,95.3763027385774,"{'tech_business': 70, 'politics_news': 90, 'hobbies': 125, 'pop_culture': 162}","{'tech_business': 36, 'politics_news': 15, 'hobbies': 2, 'pop_culture': 5}",7.706896551724138,0.5,0
49,454,62,12,53,95.64273408199394,"{'tech_business': 79, 'politics_news': 87, 'hobbies': 125, 'pop_culture': 163}","{'tech_business': 36, 'politics_news': 17, 'hobbies': 3, 'pop_culture': 6}",7.32258064516129,0.5,0
0,188,16,0,1,99.02087269192435,"{'tech_business': 47, 'politics_news': 50, 'hobbies': 45, 'pop_culture': 46}","{'tech_business': 5, 'politics_news': 5, 'hobbies': 1, 'pop_culture': 5}",11.75,0.5,1
1,193,17,0,1,98.10224965668566,"{'tech_business': 49, 'politics_news': 51, 'hobbies': 43, 'pop_culture': 50}","{'tech_business': 6, 'politics_news': 5, 'hobbies': 1, 'pop_culture': 5}",11.352941176470589,0.5,1
2,197,20,0,2,97.46618099855816,"{'tech_business': 52, 'politics_news': 52, 'hobbies': 44, 'pop_culture': 49}","{'tech_business': 8, 'politics_news': 5, 'hobbies': 1, 'pop_culture': 6}",9.85,0.5,1
3,206,21,0,4,97.88425984199101,"{'tech_business': 53, 'politics_news': 49, 'hobbies': 48, 'pop_culture': 56}","{'tech_business': 10, 'politics_news': 4, 'hobbies': 1, 'pop_culture': 6}",9.80952380952381,0.5,1
4,210,22,0,5,97.47373996347342,"{'tech_business': 55, 'politics_news': 49, 'hobbies': 46, 'pop_culture': 60}","{'tech_business': 10, 'politics_news': 5, 'hobbies': 1, 'pop_culture': 6}",9.545454545454545,0.5,1
5,217,26,0,6,97.15358622744543,"{'tech_business': 57, 'politics_news': 49, 'hobbies': 50, 'pop_culture': 61}","{'tech_business': 11, 'politics_news': 4, 'hobbies': 2, 'pop_culture': 9}",8.346153846153847,0.5,1
6,222,28,0,7,97.17714381717796,"{'tech_business': 48, 'politics_news': 52, 'hobbies': 56, 'pop_culture': 66}","{'tech_business': 13, 'politics_news': 5, 'hobbies': 2, 'pop_culture': 8}",7.928571428571429,0.5,1
7,229,34,0,8,96.31681528220767,"{'tech_business': 52, 'politics_news': 48, 'hobbies': 61, 'pop_culture': 68}","{'tech_business': 17, 'politics_news': 7, 'hobbies': 2, 'pop_culture': 8}",6.735294117647059,0.5,1
8,240,34,0,11,95.76676213782153,"{'tech_business': 53, 'politics_news': 50, 'hobbies': 66, 'pop_culture': 71}","{'tech_business': 17, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 7}",7.0588235294117645,0.5,1
9,243,36,0,11,95.79074956175077,"{'tech_business': 50, 'politics_news': 54, 'hobbies': 70, 'pop_culture': 69}","{'tech_business': 17, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 8}",6.75,0.5,1
10,253,37,0,12,94.56387471379276,"{'tech_business': 51, 'politics_news': 49, 'hobbies': 71, 'pop_culture': 82}","{'tech_business': 18, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 8}",6.837837837837838,0.5,1
11,259,38,1,14,94.82589425691532,"{'tech_business': 54, 'politics_news': 50, 'hobbies': 79, 'pop_culture': 76}","{'tech_business': 19, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 8}",6.815789473684211,0.5,1
12,265,40,2,15,95.06187864902846,"{'tech_business': 48, 'politics_news': 54, 'hobbies': 84, 'pop_culture': 79}","{'tech_business': 20, 'politics_news': 8, 'hobbies': 4, 'pop_culture': 8}",6.625,0.5,1
13,270,40,2,16,95.19010601063341,"{'tech_business': 51, 'politics_news': 51, 'hobbies': 84, 'pop_culture': 84}","{'tech_business': 19, 'politics_news': 9, 'hobbies': 4, 'pop_culture': 8}",6.75,0.5,1
14,272,41,2,17,95.66044026556105,"{'tech_business': 51, 'politics_news': 50, 'hobbies': 83, 'pop_culture': 88}","{'tech_business': 20, 'politics_news': 10, 'hobbies': 3, 'pop_culture': 8}",6.634146341463414,0.5,1
15,276,41,3,19,95.56964248012837,"{'tech_business': 49, 'politics_news': 47, 'hobbies': 83, 'pop_culture': 97}","{'tech_business': 20, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 10}",6.7317073170731705,0.5,1
16,286,40,3,21,96.11401456514692,"{'tech_business': 49, 'politics_news': 59, 'hobbies': 87, 'pop_culture': 91}","{'tech_business': 20, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 9}",7.15,0.5,1
17,289,38,3,23,95.93008717610337,"{'tech_business': 54, 'politics_news': 50, 'hobbies': 93, 'pop_culture': 92}","{'tech_business': 19, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 8}",7.605263157894737,0.5,1
18,293,41,3,25,95.70946179007493,"{'tech_business': 43, 'politics_news': 51, 'hobbies': 97, 'pop_culture': 102}","{'tech_business': 20, 'politics_news': 8, 'hobbies': 3, 'pop_culture': 10}",7.146341463414634,0.5,1
19,295,42,3,26,95.84230515808191,"{'tech_business': 56, 'politics_news': 51, 'hobbies': 97, 'pop_culture': 91}","{'tech_business': 21, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 11}",7.023809523809524,0.5,1
20,299,42,3,27,95.7122844147386,"{'tech_business': 43, 'politics_news': 58, 'hobbies': 100, 'pop_culture': 98}","{'tech_business': 21, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 11}",7.119047619047619,0.5,1
21,306,42,3,28,96.50863999336154,"{'tech_business': 55, 'politics_news': 56, 'hobbies': 98, 'pop_culture': 97}","{'tech_business': 22, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 10}",7.285714285714286,0.5,1
22,309,42,3,28,96.98534370085946,"{'tech_business': 47, 'politics_news': 61, 'hobbies': 100, 'pop_culture': 101}","{'tech_business': 22, 'politics_news': 8, 'hobbies': 2, 'pop_culture': 10}",7.357142857142857,0.5,1
23,317,44,3,29,97.30396158322337,"{'tech_business': 42, 'politics_news': 66, 'hobbies': 104, 'pop_culture': 105}","{'tech_business': 22, 'politics_news': 10, 'hobbies': 2, 'pop_culture': 10}",7.204545454545454,0.5,1
24,323,46,3,29,96.89712229050964,"{'tech_business': 50, 'politics_news': 60, 'hobbies': 106, 'pop_culture': 107}","{'tech_business': 24, 'politics_news': 10, 'hobbies': 2, 'pop_culture': 10}",7.021739130434782,0.5,1
25,328,45,3,30,96.09119791000187,"{'tech_business': 53, 'politics_news': 69, 'hobbies': 99, 'pop_culture': 107}","{'tech_business': 24, 'politics_news': 9, 'hobbies': 2, 'pop_culture': 10}",7.288888888888889,0.5,1
26,341,46,3,31,96.4141251392305,"{'tech_business': 58, 'politics_news': 59, 'hobbies': 116, 'pop_culture': 108}","{'tech_business': 23, 'politics_news': 10, 'hobbies': 2, 'pop_culture': 11}",7.413043478260869,0.5,1
27,349,45,3,33,95.57046414274033,"{'tech_business': 63, 'politics_news': 60, 'hobbies': 114, 'pop_culture': 112}","{'tech_business': 22, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 10}",7.7555555555555555,0.5,1
28,355,46,3,33,96.55022465231724,"{'tech_business': 69, 'politics_news': 64, 'hobbies': 108, 'pop_culture': 114}","{'tech_business': 23, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 10}",7.717391304347826,0.5,1
29,361,47,3,33,95.93659756333079,"{'tech_business': 68, 'politics_news': 64, 'hobbies': 102, 'pop_culture': 127}","{'tech_business': 23, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 11}",7.680851063829787,0.5,1
30,364,49,4,33,95.68985976171246,"{'tech_business': 58, 'politics_news': 74, 'hobbies': 110, 'pop_culture': 122}","{'tech_business': 25, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 11}",7.428571428571429,0.5,1
31,372,51,4,34,95.32887123014548,"{'tech_business': 55, 'politics_news': 75, 'hobbies': 119, 'pop_culture': 123}","{'tech_business': 26, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 12}",7.294117647058823,0.5,1
32,380,50,4,35,95.47839056886578,"{'tech_business': 55, 'politics_news': 71, 'hobbies': 118, 'pop_culture': 136}","{'tech_business': 26, 'politics_news': 11, 'hobbies': 2, 'pop_culture': 11}",7.6,0.5,1
33,381,54,5,35,96.82410904170776,"{'tech_business': 56, 'politics_news': 69, 'hobbies': 121, 'pop_culture': 135}","{'tech_business': 26, 'politics_news': 13, 'hobbies': 3, 'pop_culture': 12}",7.055555555555555,0.5,1
34,383,56,6,35,97.43985706000652,"{'tech_business': 57, 'politics_news': 71, 'hobbies': 118, 'pop_culture': 137}","{'tech_business': 28, 'politics_news': 13, 'hobbies': 3, 'pop_culture': 12}",6.839285714285714,0.5,1
35,388,58,6,37,96.45048975376736,"{'tech_business': 65, 'politics_news': 69, 'hobbies': 110, 'pop_culture': 144}","{'tech_business': 30, 'politics_news': 14, 'hobbies': 3, 'pop_culture': 11}",6.689655172413793,0.5,1
36,393,57,6,39,96.90178952990506,"{'tech_business': 66, 'politics_news': 67, 'hobbies': 114, 'pop_culture': 146}","{'tech_business': 31, 'politics_news': 13, 'hobbies': 3, 'pop_culture': 10}",6.894736842105263,0.5,1
